objID,RA,DEC,PGC,HUBBLE,TYPE
1237646381532250133,70.728792,0.618583,PGC 15867,.SAT5*.,5.0
1237646381532643673,71.655542,0.620917,PGC 15982,.S..6*.,6.0
1237646381534740680,76.51125,0.557778,PGC 16734,.S?....,-99.0
1237646381536838086,81.319792,0.420417,PGC 17259,.L..-*.,-3.0
1237646382057455630,44.113,0.8757222,PGC 11112,.SX.4..,4.0
1237646382066237534,64.250958,0.835194,PGC 14792,.L..+*.,-0.7
1237646382067483077,67.05975,1.053028,PGC 15181,.S..8*.,8.0
1237646382067744876,67.689333,0.863667,PGC 15342,.S..2./,2.2
1237646382071743381,76.8198,0.915,PGC 26180,.S?....,-99.0
1237646382072070430,77.560792,0.905917,PGC 16853,.SX.3..,3.0
1237646503929249803,21.5104583,-1.2256111,PGC  5326,.E+..*.,-3.7
1237646503929380984,21.8996,-1.105121,PGC  5436,.S..0..,0.0
1237646503929381005,21.9292083,-1.1395833,PGC  5449,.E...*.,-5.0
1237646503929446405,21.9292083,-1.1395833,PGC  5449,.E...*.,-5.0
1237646503929643039,22.4332917,-1.2414167,PGC  5574,.L.....,-2.0
1237646503930036310,23.393892,-1.090636,PGC  5803,.S..8*.,8.0
1237646503930101797,23.51025,-1.07575,PGC  5830,.SB.2P/,2.0
1237646503932199016,28.2704167,-1.0752778,PGC  6986,.S..2..,2.0
1237646503933181988,30.572083,-1.127917,PGC  7748,.E.....,-5.0
1237646503936000019,36.906083,-1.156278,PGC  9359,.LBT+..,-1.0
1237646503936065588,37.116042,-1.151528,PGC  9414,.SXT5..,5.0
1237646503936327686,37.638042,-1.108472,PGC  9549,.S..2*/,1.8
1237646504463695938,16.0707083,-0.7649444,PGC  3817,.L..-*.,-3.0
1237646504463761456,16.170125,-0.8027778,PGC  3833,RLBS0*.,-2.0
1237646504464547860,17.943875,-0.66433,PGC  4292,.P...?.,99.0
1237646504465793080,20.8015417,-0.6411667,PGC  5055,.L.....,-2.0
1237646504465793191,20.8105833,-0.7013056,PGC  5067,.S?....,-99.0
1237646504466841640,23.25825,-0.6898333,PGC  5771,.SXS5..,5.0
1237646504468742229,27.5294,-0.740092,PGC  6741,.S?....,-99.0
1237646504469135397,28.496667,-0.750361,PGC  7039,.S?....,-99.0
1237646504469200933,28.593292,-0.628361,PGC  7071,,-99.0
1237646504469201190,28.5334583,-0.7425,PGC  7046,.I..9*.,10.0
1237646504469463067,29.2285,-0.6402778,PGC  7321,,-99.0
1237646504470446184,31.418,-0.6948333,PGC  7979,.S..6*.,6.0
1237646504471035940,32.7765,-0.6557778,PGC  8356,,-99.0
1237646504471167085,33.0820417,-0.8115278,PGC  8439,PSBR1*.,1.0
1237646504471298116,33.4098333,-0.7173056,PGC  8526,PSAT0*.,0.3
1237646504471429144,33.6398442,-0.766693,PGC  8586,.SAS1*.,1.3
1237646504471560250,33.9936667,-0.7135833,PGC  8659,.L..-*.,-3.0
1237646505001287782,17.659375,-0.2780556,PGC  4195,.S?....,-99.0
1237646505001549833,18.2025417,-0.2901944,PGC  4363,.E+....,-4.0
1237646505001549921,18.23925,-0.3449722,PGC  4368,.L..0*/,-1.7
1237646505001549943,18.24975,-0.252444,PGC  4376,.E...*.,-5.0
1237646505002336386,20.0284583,-0.2053611,PGC  4805,.S..8*.,8.0
1237646505002336401,20.0639583,-0.3358333,PGC  4812,.S..4..,4.0
1237646505002663962,20.807125,-0.3853056,PGC  5056,.S..6*.,6.0
1237646505005023352,26.263667,-0.3,PGC  6419,.SB?...,-99.0
1237646505006727184,30.0202917,-0.2791389,PGC  7574,.S..2..,2.0
1237646505007382547,31.566625,-0.2914444,PGC  8029,.L.....,-2.0
1237646505008824376,34.921375,-0.2556667,PGC  8876,PSXS3P.,2.5
1237646505009545434,36.5279583,-0.3319167,PGC  9256,.SBT4*.,4.0
1237646505009676355,36.8872083,-0.2445278,PGC  9352,.LX.-..,-2.5
1237646505539338330,20.338842,0.090386,PGC  4916,.S?....,-99.0
1237646505539797100,21.414,0.1304167,PGC  5291,.I..9..,10.0
1237646505540648964,23.280833,0.176111,PGC  5776,.S..9..,9.0
1237646505543467055,29.797279,0.109781,PGC  7511,,-99.0
1237646506075488314,18.74,0.4308056,PGC  4500,.E...*.,-5.0
1237646506076602389,21.26225,0.4443611,PGC  5238,.S?....,-99.0
1237646506076733713,21.621987,0.548744,PGC  5366,.I..9*.,10.0
1237646506080272445,29.6705417,0.5292222,PGC  7465,.SBR4*.,4.0
1237646506080337934,29.7179167,0.5683056,PGC  7484,.L?....,-99.0
1237646506082697333,35.222605,0.556814,PGC  8929,.S..0..,0.0
1237646506083483757,36.9643333,0.5015278,PGC  9376,.S..4*/,4.3
1237646506084007986,38.1637083,0.6173333,PGC  9680,.S?....,-99.0
1237646506084073492,38.2551667,0.4208333,PGC  9711,.S..2..,2.0
1237646506611507327,16.8440833,0.9259722,PGC  3976,PLA.-*.,-3.2
1237646506612162577,18.232125,0.981556,PGC  4367,.SXS9..,9.0
1237646506612228271,18.414154,0.874413,PGC  4416,.I..9*.,10.0
1237646506613145632,20.537458,0.945361,PGC  4979,.SXS6*/,6.0
1237646506613473543,21.202388,1.036935,PGC  5220,.I..9?.,10.0
1237646506620616736,37.57175,0.936531,PGC  9530,.IBS9*.,10.0
1237646506620813330,37.99825,0.9100278,PGC  9643,.SXS5..,5.0
1237646508221726781,43.7632917,-1.1894167,PGC 11000,.S..5..,5.0
1237646508222709787,45.954625,-1.1037222,PGC 11537,.LA.+*.,-0.5
1237646508223627350,47.999421,-1.161669,PGC 11919,.S..4*/,4.0
1237646508224544899,50.178917,-1.108583,PGC 12531,.SA.5P*,4.5
1237646508224544940,50.188875,-1.0539722,PGC 12538,.L?....,-99.0
1237646508224544942,50.18917,-1.04944,PGC 12539,.S?....,-99.0
1237646508224675960,50.5036667,-1.05425,PGC 12620,.S..6*.,6.0
1237646508759253126,45.2635833,-0.7433056,PGC 11397,.S..8*.,8.0
1237646508759908410,46.7184167,-0.7944722,PGC 11670,RSBR0..,0.0
1237646509295730743,44.3494583,-0.3093889,PGC 11170,.L..-*.,-3.0
1237646509295730842,44.2989583,-0.2230556,PGC 11154,.SX.8*.,8.0
1237646509297303612,47.947792,-0.402972,PGC 11912,.SBR3*.,3.3
1237646509297434697,48.1905,-0.333083,PGC 11966,.SB.0*.,0.0
1237646509297565701,48.438375,-0.2414444,PGC 12017,RSBR1P?,1.0
1237646509298352147,50.245417,-0.367611,PGC 12560,.SAS5*.,5.3
1237646509298876508,51.560417,-0.203014,PGC 12835,,-99.0
1237646509832994894,45.167525,0.020461,PGC 11375,.S..8*/,8.0
1237646509835419678,50.6967917,0.1493611,PGC 12655,.SX.6..,6.0
1237646509835550848,51.0941667,0.1135278,PGC 12733,.S..8*.,8.0
1237646510371962892,49.9459167,0.5845833,PGC 12425,.S?....,-99.0
1237646510371962894,49.9293333,0.5654722,PGC 12418,.S?....,-99.0
1237646510374584450,55.968625,0.6143611,PGC 13702,.S..6*.,6.0
1237646510906277903,44.113,0.8757222,PGC 11112,.SX.4..,4.0
1237646546877612059,18.661,-1.020583,PGC  4484,.S..0*/,-0.1
1237646546877677589,18.8768333,-0.8609444,PGC  4540,.SXS6*.,6.0
1237646546878070792,19.7234167,-1.0020278,PGC  4717,.L?....,-99.0
1237646546878398561,20.5990833,-0.8751944,PGC  4992,.SBT4*.,4.0
1237646546878529648,20.8208333,-0.9060278,PGC  5070,,-99.0
1237646546878922780,21.7070417,-0.9753056,PGC  5380,,-99.0
1237646546879184908,22.2443333,-0.949,PGC  5539,PSBT1*.,0.6
1237646546879447069,22.9255833,-0.9333056,PGC  5688,.S..1*/,1.0
1237646546881609769,27.7946667,-1.0280556,PGC  6835,.L.....,-2.0
1237646546883313716,31.6771667,-0.8604722,PGC  8060,.SA.8*.,8.0
1237646546883903563,33.0820417,-0.8115278,PGC  8439,PSBR1*.,1.0
1237646546887966769,42.3664583,-0.8730278,PGC 10697,PSBR3..,2.5
1237646546888032340,42.473375,-1.0036389,PGC 10747,.S..6*.,6.0
1237646546898321473,65.995167,-0.826917,PGC 15027,.S..3..,3.0
1237646546899829088,69.51,-0.943333,PGC 15697,.S..6*.,6.0
1237646546901926123,74.288859,-0.827056,PGC 16392,,-99.0
1237646546902122681,74.695042,-0.884361,PGC 16464,.S..6*.,6.0
1237646547413237882,15.91175,-0.4910833,PGC  3781,.S..6*.,6.0
1237646547415203843,20.31925,-0.5445,PGC  4906,.SBR2..,2.0
1237646547415335034,20.6475083,-0.5700972,PGC  5001,.L?....,-99.0
1237646547416055813,22.2482083,-0.5619167,PGC  5540,PLBS0*.,-2.0
1237646547419070516,29.272233,-0.46826,PGC  7328,.S..6*.,6.0
1237646547420184675,31.719917,-0.518111,PGC  8067,,-99.0
1237646547424509978,41.604875,-0.4986944,PGC 10496,.SXT5..,5.0
1237646547424772124,42.21685,-0.524054,PGC 10649,CE...*.,-5.0
1237646547424837677,42.4204167,-0.5233611,PGC 10726,.SBT3P?,3.3
1237646547427262573,47.947792,-0.402972,PGC 11912,.SBR3*.,3.3
1237646547427786833,49.1326667,-0.4681111,PGC 12163,.SBS4*.,4.0
1237646547436961871,70.032833,-0.547528,PGC 15773,RSBR0..,0.3
1237646547438797059,74.223667,-0.588167,PGC 16382,,-99.0
1237646547438993453,74.638658,-0.553239,PGC 16448,,-99.0
1237646547438993529,74.683438,-0.478239,PGC 16462,.LB.0*.,-2.0
1237646547438993583,74.727542,-0.488917,PGC 16471,.E+..*.,-4.3
1237646547439321404,75.430083,-0.506222,PGC 16575,.S?....,-99.0
1237646547439583368,76.079126,-0.412321,PGC 16666,.S..2..,2.0
1237646547440369885,77.879926,-0.586084,PGC 16889,.S..0..,0.0
1237646547950174402,16.1052917,-0.1873889,PGC  3830,.E.....,-5.0
1237646547950436436,16.6395833,-0.1338333,PGC  3922,,-99.0
1237646547951222822,18.4242917,-0.1027222,PGC  4415,.S..2..,2.0
1237646547951812722,19.7684167,-0.1385556,PGC  4734,.S..8*.,8.0
1237646547955679292,28.671,-0.1433333,PGC  7090,.E...?.,-5.0
1237646547955941540,29.2524167,-0.0898333,PGC  7326,,-99.0
1237646547956531212,30.5514167,-0.1006389,PGC  7741,PSBS1*.,0.5
1237646547956531213,30.549375,-0.1304167,PGC  7740,.SAT5*.,5.0
1237646547959742500,37.9071667,-0.14025,PGC  9613,,-99.0
1237646547960987697,40.6696292,-0.0132806,PGC 10266,RSAT3..,3.0
1237646547962363909,43.8008169,-0.1835573,PGC 11012,.RING.B,-99.0
1237646547962363910,43.790417,-0.177833,PGC 11007,.RING.A,-4.3
1237646547962953861,45.167525,0.020461,PGC 11375,.S..8*/,8.0
1237646547964788905,49.3604167,-0.0942222,PGC 12220,.S..3*.,3.0
1237646547964854285,49.4877917,-0.1690833,PGC 12262,.SAT5*.,5.0
1237646547973439605,69.155625,-0.143611,PGC 15638,.SXT4..,4.3
1237646547975799002,74.486042,-0.125778,PGC 16420,.S..3./,3.0
1237646547977765101,79.047588,-0.1498268,PGC 17013,.S?....,-99.0
1237646547978551358,80.74625,-0.1405,PGC 17208,.SB.0..,0.0
1237646548488224850,18.74,0.4308056,PGC  4500,.E...*.,-5.0
1237646548489338890,21.26225,0.4443611,PGC  5238,.S?....,-99.0
1237646548489470005,21.5205,0.3157222,PGC  5330,.S..8*.,8.0
1237646548492288004,27.952125,0.2638611,PGC  6888,.S..3*.,3.0
1237646548495564833,35.41884,0.255297,PGC  8979,.S..0..,0.0
1237646548496351270,37.2279583,0.3703056,PGC  9445,.S..6*.,6.0
1237646548496613506,37.93075,0.2934722,PGC  9617,.S..6*.,6.0
1237646548496744494,38.167375,0.2601111,PGC  9684,.LBT+*.,-1.0
1237646548496809987,38.2551667,0.4208333,PGC  9711,.S..2..,2.0
1237646548497137743,39.0040417,0.4202222,PGC  9869,.SXS6..,6.0
1237646548497727524,40.438458,0.443167,PGC 10208,.SB.3*/,3.0
1237646548497924143,40.8804583,0.3068333,PGC 10315,.SBT3*.,2.7
1237646548498382974,41.9370417,0.4141667,PGC 10574,.SBT3*.,3.0
1237646548503232556,53.0057083,0.2794444,PGC 13109,.S?....,-99.0
1237646548503232674,53.033458,0.353384,PGC 13117,.S..2..,2.0
1237646548503298055,53.0795,0.2825,PGC 13119,.S?....,-99.0
1237646548511162417,71.052708,0.350833,PGC 15910,PSBT5*.,4.6
1237646548511359207,71.606612,0.366396,PGC 15965,.S?....,-99.0
1237646548511752221,72.391792,0.252861,PGC 16095,.L...*.,-2.0
1237646548513194108,75.767708,0.25525,PGC 16631,.S..6*.,6.0
1237646548514046180,77.679208,0.408306,PGC 16861,.SBR2P.,2.0
1237646548515619154,81.319792,0.420417,PGC 17259,.L..-*.,-3.0
1237646549024112914,16.530158,0.776335,PGC  3904,.I..9*.,10.0
1237646549025030188,18.5658333,0.7653333,PGC  4454,.SB?...,-99.0
1237646549027389505,24.000625,0.6635278,PGC  5939,.SBT3..,3.3
1237646549029486614,28.726,0.8111944,PGC  7116,.S?....,-99.0
1237646549034008703,39.0984167,0.7085278,PGC  9894,.S..5P/,4.5
1237646549034860696,41.087913,0.675381,PGC 10381,.I..9*.,10.0
1237646549035712643,42.9774583,0.6648056,PGC 10857,.S..4..,4.0
1237646549036171372,43.9885833,0.6926111,PGC 11075,.SBT1P*,1.0
1237646549043183664,60.044268,0.743982,PGC 14252,.SXS8*.,8.0
1237646549045018818,64.250958,0.835194,PGC 14792,.L..+*.,-0.7
1237646549046395011,67.394292,0.768917,PGC 15283,.SBS9..,9.0
1237646549046526073,67.689333,0.863667,PGC 15342,.S..2./,2.2
1237646549046591578,67.787083,0.844167,PGC 15369,.I..9*.,10.0
1237646549049344191,74.113542,0.71125,PGC 16368,,-99.0
1237646549049540876,74.580833,0.74225,PGC 16439,.L..0P*,-2.3
1237646549561966599,18.657792,1.180167,PGC  4485,.S..6*.,6.0
1237646549562163390,19.149504,1.202253,PGC  4608,.S..9*.,9.0
1237646549564588052,24.6974167,1.0718056,PGC  6090,.L..0..,-2.0
1237646549566488582,28.988125,1.285167,PGC  7217,.SBT4..,3.7
1237646549567799360,32.0840417,1.1842778,PGC  8157,.S?....,-99.0
1237646549568061565,32.594117,1.200866,PGC  8302,.I..9*.,10.0
1237646549568782347,34.2699167,1.2441944,PGC  8718,.L..+*.,-0.7
1237646549569830919,36.617875,1.1605278,PGC  9283,.E.....,-5.0
1237646549570158635,37.4849583,1.1790833,PGC  9514,.L...*.,-2.0
1237646549570289751,37.7984167,1.2656389,PGC  9588,.E.....,-5.0
1237646549570420742,37.9907083,1.2465,PGC  9642,.LAT-*.,-3.0
1237646549571207224,39.848625,1.093778,PGC 10060,.S..0./,0.0
1237646549571338288,40.098827,1.228714,PGC 10117,.IBS9..,10.0
1237646549573042261,43.953663,1.079369,PGC 11067,.S..6*.,6.0
1237646549574025349,46.287625,1.0935556,PGC 11598,.S..7*/,7.0
1237646549574746144,47.865792,1.286806,PGC 11893,.RING.B,10.0
1237646549578809404,57.248822,1.171654,PGC 13903,.SXS8..,8.0
1237646549578874985,57.287125,1.162917,PGC 20058,.SB?...,-99.0
1237646549581758487,63.897792,1.180917,PGC 14752,.S..0..,0.0
1237646549583528102,67.980542,1.199083,PGC 15429,.SXT5..,5.0
1237646549583790271,68.483917,1.11375,PGC 15531,.SXS7*.,6.7
1237646549585821742,73.205051,1.259095,PGC 16232,.L..-*.,-3.0
1237646549585952841,73.48,1.155,PGC 24882,.S?....,-99.0
1237646552785879624,95.460375,0.366222,PGC 18893,.S..0..,0.0
1237646574257635343,354.131083,0.297306,PGC 71883,.SXR3*.,3.0
1237646574257701025,354.350087,0.391683,PGC 71926,.SXS9..,9.0
1237646574258487322,356.1253333,0.3204444,PGC 72272,.E+..*.,-4.0
1237646574259535935,358.550267,0.37712,PGC 72808,.E?....,-99.0
1237646574259535936,358.5420417,0.3828611,PGC 72803,.L..+?.,-1.0
1237646574259535938,358.557408,0.357032,PGC 72810,.E?....,-99.0
1237646574259535941,358.544208,0.394306,PGC 72806,.L..+$.,-1.0
1237646574795292818,356.056708,0.803972,PGC 72259,,-99.0
1237646575331246106,353.915122,1.198105,PGC 71837,.SBS9*.,9.3
1237646575331770456,355.0864583,1.2458611,PGC 72073,.S..0..,0.0
1237646575332950113,357.7760417,1.0566667,PGC 72618,PSXR4P*,3.7
1237646585533366340,13.976667,-0.921667,PGC  3312,.E...*.,-5.0
1237646585533497369,14.2585833,-0.8751667,PGC  3405,.S?....,-99.0
1237646585535397969,18.661,-1.020583,PGC  4484,.S..0*/,-0.1
1237646585535528992,18.8768333,-0.8609444,PGC  4540,.SXS6*.,6.0
1237646585535856819,19.7234167,-1.0020278,PGC  4717,.L?....,-99.0
1237646585536249930,20.5990833,-0.8751944,PGC  4992,.SBT4*.,4.0
1237646585536381006,20.8208333,-0.9060278,PGC  5070,,-99.0
1237646585536774147,21.7070417,-0.9753056,PGC  5380,,-99.0
1237646585536970841,22.2443333,-0.949,PGC  5539,PSBT1*.,0.6
1237646585537298454,22.9255833,-0.9333056,PGC  5688,.S..1*/,1.0
1237646585537560607,23.5332083,-1.03225,PGC  5838,.S..2*/,1.7
1237646585539395702,27.7946667,-1.0280556,PGC  6835,.L.....,-2.0
1237646585541099636,31.6771667,-0.8604722,PGC  8060,.SA.8*.,8.0
1237646585545818124,42.3664583,-0.8730278,PGC 10697,PSBR3..,2.5
1237646585545818351,42.473375,-1.0036389,PGC 10747,.S..6*.,6.0
1237646585549226015,50.160625,-1.0350556,PGC 12524,.S?....,-99.0
1237646585556107527,65.995167,-0.826917,PGC 15027,.S..3..,3.0
1237646585556238353,66.208542,-1.026694,PGC 15057,.S..4..,4.0
1237646585557680507,69.51,-0.943333,PGC 15697,.S..6*.,6.0
1237646585559777362,74.288859,-0.827056,PGC 16392,,-99.0
1237646585559974001,74.695042,-0.884361,PGC 16464,.S..6*.,6.0
1237646586069778580,12.9984167,-0.48675,PGC  3043,,-99.0
1237646586070433962,14.43833,-0.41556,PGC  3451,.E...?.,-5.0
1237646586071089209,15.91175,-0.4910833,PGC  3781,.S..6*.,6.0
1237646586072989749,20.31925,-0.5445,PGC  4906,.SBR2..,2.0
1237646586073120874,20.6475083,-0.5700972,PGC  5001,.L?....,-99.0
1237646586073841722,22.2482083,-0.5619167,PGC  5540,PLBS0*.,-2.0
1237646586076921905,29.272233,-0.46826,PGC  7328,.S..6*.,6.0
1237646586077970591,31.719917,-0.518111,PGC  8067,,-99.0
1237646586079739916,35.6251,-0.617547,PGC  9028,.S..7*/,7.3
1237646586080329898,37.078667,-0.608204,PGC  9406,.IXS9*.,10.0
1237646586082295926,41.604875,-0.4986944,PGC 10496,.SXT5..,5.0
1237646586082623503,42.21685,-0.524054,PGC 10649,CE...*.,-5.0
1237646586082689064,42.4204167,-0.5233611,PGC 10726,.SBT3P?,3.3
1237646586085638196,49.1326667,-0.4681111,PGC 12163,.SBS4*.,4.0
1237646586094747767,70.032833,-0.547528,PGC 15773,RSBR0..,0.3
1237646586096583029,74.223667,-0.588167,PGC 16382,,-99.0
1237646586096779486,74.638658,-0.553239,PGC 16448,,-99.0
1237646586096779564,74.683438,-0.478239,PGC 16462,.LB.0*.,-2.0
1237646586096844821,74.727542,-0.488917,PGC 16471,.E+..*.,-4.3
1237646586097107464,75.430083,-0.506222,PGC 16575,.S?....,-99.0
1237646586097434731,76.079126,-0.412321,PGC 16666,.S..2..,2.0
1237646586098221152,77.879926,-0.586084,PGC 16889,.S..0..,0.0
1237646586605731888,10.866125,-0.124889,PGC  2597,.SXT6..,6.0
1237646586608025681,16.1052917,-0.1873889,PGC  3830,.E.....,-5.0
1237646586608287781,16.6395833,-0.1338333,PGC  3922,,-99.0
1237646586609074222,18.4242917,-0.1027222,PGC  4415,.S..2..,2.0
1237646586609664076,19.7684167,-0.1385556,PGC  4734,.S..8*.,8.0
1237646586613530653,28.671,-0.1433333,PGC  7090,.E...?.,-5.0
1237646586613792907,29.2524167,-0.0898333,PGC  7326,,-99.0
1237646586614382598,30.5514167,-0.1006389,PGC  7741,PSBS1*.,0.5
1237646586614382599,30.549375,-0.1304167,PGC  7740,.SAT5*.,5.0
1237646586617593875,37.9071667,-0.14025,PGC  9613,,-99.0
1237646586618773575,40.6696292,-0.0132806,PGC 10266,RSAT3..,3.0
1237646586620149841,43.8008169,-0.1835573,PGC 11012,.RING.B,-99.0
1237646586620149842,43.790417,-0.177833,PGC 11007,.RING.A,-4.3
1237646586622574876,49.3604167,-0.0942222,PGC 12220,.S..3*.,3.0
1237646586622640165,49.4877917,-0.1690833,PGC 12262,.SAT5*.,5.0
1237646586623557681,51.560417,-0.203014,PGC 12835,,-99.0
1237646586630439200,67.33818,-0.20685,PGC 22291,,-99.0
1237646586631290888,69.155625,-0.143611,PGC 15638,.SXT4..,4.3
1237646586633584998,74.486042,-0.125778,PGC 16420,.S..3./,3.0
1237646586635616346,79.047588,-0.1498268,PGC 17013,.S?....,-99.0
1237646586636337484,80.74625,-0.1405,PGC 17208,.SB.0..,0.0
1237646587141947445,9.3992083,0.2806944,PGC  2243,.S?....,-99.0
1237646587146076215,18.74,0.4308056,PGC  4500,.E...*.,-5.0
1237646587147255910,21.5205,0.3157222,PGC  5330,.S..8*.,8.0
1237646587150073987,27.952125,0.2638611,PGC  6888,.S..3*.,3.0
1237646587154137172,37.2279583,0.3703056,PGC  9445,.S..6*.,6.0
1237646587154464875,37.93075,0.2934722,PGC  9617,.S..6*.,6.0
1237646587154595845,38.167375,0.2601111,PGC  9684,.LBT+*.,-1.0
1237646587154595956,38.2551667,0.4208333,PGC  9711,.S..2..,2.0
1237646587154923592,39.0040417,0.4202222,PGC  9869,.SXS6..,6.0
1237646587155775534,40.8804583,0.3068333,PGC 10315,.SBT3*.,2.7
1237646587156234390,41.9370417,0.4141667,PGC 10574,.SBT3*.,3.0
1237646587161083916,53.0795,0.2825,PGC 13119,.S?....,-99.0
1237646587161083917,53.0057083,0.2794444,PGC 13109,.S?....,-99.0
1237646587161083996,53.033458,0.353384,PGC 13117,.S..2..,2.0
1237646587168948317,71.052708,0.350833,PGC 15910,PSBT5*.,4.6
1237646587169210516,71.606612,0.366396,PGC 15965,.S?....,-99.0
1237646587169407207,72.094792,0.224222,PGC 16049,.E?....,-99.0
1237646587169407355,72.14375,0.241667,PGC 16059,.IXS9*.,10.0
1237646587169538202,72.391792,0.252861,PGC 16095,.L...*.,-2.0
1237646587170980007,75.64375,0.244806,PGC 16613,.SBS7*.,7.3
1237646587171045427,75.767708,0.25525,PGC 16631,.S..6*.,6.0
1237646587171832213,77.679208,0.408306,PGC 16861,.SBR2P.,2.0
1237646587173470290,81.319792,0.420417,PGC 17259,.L..-*.,-3.0
1237646587679342633,10.566125,0.8454722,PGC  2527,PSBR0*.,0.0
1237646587679539303,10.9661667,0.8019444,PGC  2615,.SBS1P?,1.0
1237646587681964199,16.530158,0.776335,PGC  3904,.I..9*.,10.0
1237646587682881600,18.5658333,0.7653333,PGC  4454,.SB?...,-99.0
1237646587685240863,24.000625,0.6635278,PGC  5939,.SBT3..,3.3
1237646587687272518,28.726,0.8111944,PGC  7116,.S?....,-99.0
1237646587691860074,39.0984167,0.7085278,PGC  9894,.S..5P/,4.5
1237646587692712110,41.087913,0.675381,PGC 10381,.I..9*.,10.0
1237646587693564018,42.9774583,0.6648056,PGC 10857,.S..4..,4.0
1237646587693957282,43.9885833,0.6926111,PGC 11075,.SBT1P*,1.0
1237646587701035019,60.044268,0.743982,PGC 14252,.SXS8*.,8.0
1237646587702870054,64.250958,0.835194,PGC 14792,.L..+*.,-0.7
1237646587704246335,67.394292,0.768917,PGC 15283,.SBS9..,9.0
1237646587704377357,67.666375,0.661667,PGC 15332,.E...P.,-5.0
1237646587704377358,67.682387,0.664713,PGC 15340,.E...P?,-4.6
1237646587704377643,67.787083,0.844167,PGC 15369,.I..9*.,10.0
1237646587707195433,74.113542,0.71125,PGC 16368,,-99.0
1237646587707392093,74.580833,0.74225,PGC 16439,.L..0P*,-2.3
1237646587707916644,75.865167,0.660278,PGC 16646,.S..6*/,6.0
1237646588217000020,12.398875,1.11525,PGC  2889,.S..6*/,5.5
1237646588219031633,16.943496,1.063739,PGC  4013,.S?....,-99.0
1237646588219752526,18.657792,1.180167,PGC  4485,.S..6*.,6.0
1237646588219949262,19.149504,1.202253,PGC  4608,.S..9*.,9.0
1237646588222439472,24.6974167,1.0718056,PGC  6090,.L..0..,-2.0
1237646588225650714,32.0840417,1.1842778,PGC  8157,.S?....,-99.0
1237646588225847516,32.594117,1.200866,PGC  8302,.I..9*.,10.0
1237646588226568261,34.2699167,1.2441944,PGC  8718,.L..+*.,-0.7
1237646588227616804,36.617875,1.1605278,PGC  9283,.E.....,-5.0
1237646588228010002,37.4849583,1.1790833,PGC  9514,.L...*.,-2.0
1237646588228141126,37.7984167,1.2656389,PGC  9588,.E.....,-5.0
1237646588228206670,37.9907083,1.2465,PGC  9642,.LAT-*.,-3.0
1237646588229058597,39.848625,1.093778,PGC 10060,.S..0./,0.0
1237646588229124209,40.098827,1.228714,PGC 10117,.IBS9..,10.0
1237646588230828196,43.953663,1.079369,PGC 11067,.S..6*.,6.0
1237646588231876768,46.287625,1.0935556,PGC 11598,.S..7*/,7.0
1237646588235481307,54.56162,1.17323,PGC 13406,.S..3P?,3.0
1237646588236660804,57.248822,1.171654,PGC 13903,.SXS8..,8.0
1237646588236660866,57.287125,1.162917,PGC 20058,.SB?...,-99.0
1237646588239544500,63.897792,1.180917,PGC 14752,.S..0..,0.0
1237646588240986438,67.05975,1.053028,PGC 15181,.S..8*.,8.0
1237646588241379344,67.980542,1.199083,PGC 15429,.SXT5..,5.0
1237646588241576287,68.483917,1.11375,PGC 15531,.SXS7*.,6.7
1237646588242428408,70.473833,1.081306,PGC 15836,.S..3..,3.0
1237646588243673159,73.205051,1.259095,PGC 16232,.L..-*.,-3.0
